examine,id,members,lowalch,limit,value,highalch,icon,name,high,highTime,low,lowTime
1 dose of olive oil.,3428,True,5.0,10000.0,14.0,8.0,Olive oil(1).png,Olive oil(1),360.0,1789633319.0,20.0,1789517430.0
2 doses of olive oil.,3426,True,6.0,10000.0,17.0,10.0,Olive oil(2).png,Olive oil(2),54.0,1788715926.0,1.0,1788504247.0
3 doses of olive oil.,3424,True,8.0,10000.0,20.0,12.0,Olive oil(3).png,Olive oil(3),10.0,1789395787.0,75.0,1789266601.0
4 doses of olive oil.,3422,True,8.0,10000.0,22.0,13.0,Olive oil(4).png,Olive oil(4),63.0,1789654304.0,60.0,1789647193.0
A strong smelling onion.,1957,False,1.0,13000.0,3.0,1.0,Onion.png,Onion,24.0,1789654418.0,25.0,1789652092.0
A mixture of chopped onions and tomatoes in a bowl.,1875,True,2.0,11000.0,5.0,3.0,Onion & tomato.png,Onion & tomato,9999.0,1789597384.0,17.0,1781714636.0
An onion seed - plant in an allotment.,5319,True,1.0,600.0,3.0,1.0,Onion seed 5.png,Onion seed,1.0,1789653912.0,8.0,1789651831.0
There are 10 onions in this sack.,5458,True,1.0,600.0,1.0,1.0,Onions(10).png,Onions(10),1099.0,1789653994.0,1120.0,1789649578.0
This looks valuable.,6573,True,80000.0,11000.0,200000.0,120000.0,Onyx.png,Onyx,2756168.0,1789645621.0,2755276.0,1789652659.0
I wonder if I can get this enchanted.,6581,True,80400.0,10000.0,201000.0,120600.0,Onyx amulet.png,Onyx amulet,2665329.0,1787589074.0,2700000.0,1789084767.0
It needs a string so I can wear it.,6579,True,80400.0,10000.0,201000.0,120600.0,Onyx amulet (u).png,Onyx amulet (u),916695.0,1775871906.0,2350000.0,1780635296.0
Onyx bolt tips.,9194,True,400.0,11000.0,1000.0,600.0,Onyx bolt tips 5.png,Onyx bolt tips,8144.0,1789654330.0,8144.0,1789654402.0
Onyx tipped Runite crossbow bolts.,9342,True,5453.0,11000.0,13633.0,8179.0,Onyx bolts 5.png,Onyx bolts,8400.0,1789653451.0,8251.0,1789654396.0
Enchanted Onyx tipped Runite Crossbow Bolts.,9245,True,6000.0,11000.0,15000.0,9000.0,Onyx bolts (e) 5.png,Onyx bolts (e),8542.0,1789653188.0,8500.0,1789654355.0
"Yep, this is most definitely valuable!",11130,True,80400.0,10000.0,201000.0,120600.0,Onyx bracelet.png,Onyx bracelet,2750000.0,1786740867.0,2473261.0,1787693593.0
"Dragon crossbow bolts, tipped with onyx.",21973,True,5560.0,11000.0,13900.0,8340.0,Onyx dragon bolts 5.png,Onyx dragon bolts,10750.0,1789647326.0,10215.0,1789650181.0
"Enchanted Dragon crossbow bolts, tipped with onyx.",21950,True,6320.0,11000.0,15800.0,9480.0,Onyx dragon bolts (e) 5.png,Onyx dragon bolts (e),9643.0,1789648064.0,9247.0,1789653807.0
I wonder if this is valuable.,6577,True,80400.0,10000.0,201000.0,120600.0,Onyx necklace.png,Onyx necklace,2425551.0,1785674335.0,2546828.0,1789500920.0
A valuable ring.,6575,True,80400.0,10000.0,201000.0,120600.0,Onyx ring.png,Onyx ring,1797324.0,1788921474.0,1450000.0,1789312097.0
A semi precious stone.,1609,True,40.0,13000.0,100.0,60.0,Opal.png,Opal,247.0,1789654414.0,210.0,1789653848.0
I wonder if I can get this enchanted.,21108,True,360.0,10000.0,900.0,540.0,Opal amulet.png,Opal amulet,525.0,1789626850.0,251.0,1789637656.0
It needs a string so I can wear it.,21099,True,360.0,10000.0,900.0,540.0,Opal amulet (u).png,Opal amulet (u),308.0,1789508035.0,300.0,1789503824.0
Opal bolt tips.,45,True,2.0,11000.0,7.0,4.0,Opal bolt tips 5.png,Opal bolt tips,26.0,1789653048.0,26.0,1789652969.0
Opal tipped Bronze crossbow bolts.,879,True,2.0,11000.0,7.0,4.0,Opal bolts 5.png,Opal bolts,17.0,1789618308.0,24.0,1789604426.0
Enchanted Opal tipped Bronze Crossbow Bolts.,9236,True,2.0,11000.0,7.0,4.0,Opal bolts (e) 5.png,Opal bolts (e),33.0,1789604165.0,15.0,1789646868.0
I wonder if this is valuable.,21117,True,460.0,10000.0,1150.0,690.0,Opal bracelet.png,Opal bracelet,750.0,1789652778.0,1045.0,1789651164.0
"Dragon crossbow bolts, tipped with opal.",21955,True,220.0,11000.0,550.0,330.0,Opal dragon bolts 5.png,Opal dragon bolts,2991.0,1789646174.0,2729.0,1789651706.0
"Enchanted Dragon crossbow bolts, tipped with opal.",21932,True,232.0,11000.0,580.0,348.0,Opal dragon bolts (e) 5.png,Opal dragon bolts (e),2874.0,1789654408.0,2809.0,1789654335.0
A jungle specific slashing device.,6313,True,200.0,15.0,500.0,300.0,Opal machete.png,Opal machete,1490.0,1789649790.0,932.0,1789652710.0
I wonder if this is valuable.,21090,True,420.0,10000.0,1050.0,630.0,Opal necklace.png,Opal necklace,1072.0,1789653443.0,1072.0,1789651479.0
A valuable ring.,21081,True,420.0,10000.0,1050.0,630.0,Opal ring.png,Opal ring,738.0,1789653309.0,894.0,1789653046.0
How does it all fit in there?,8560,True,4.0,500.0,10.0,6.0,Opulent table (flatpack).png,Opulent table (flatpack),2000000.0,1773090507.0,100000.0,1788145108.0
A fresh orange.,2108,True,1.0,13000.0,2.0,1.0,Orange.png,Orange,182.0,1789653884.0,140.0,1789652919.0
Stylish!,7321,True,90.0,4.0,225.0,135.0,Orange boater.png,Orange boater,1896.0,1789642734.0,1501.0,1789654138.0
A thick orange cape.,1031,False,12.0,150.0,32.0,19.0,Orange cape.png,Orange cape,461.0,1789654280.0,405.0,1789638213.0
Fresh chunks of orange.,2110,True,1.0,13000.0,2.0,1.0,Orange chunks.png,Orange chunks,500.0,1789649472.0,100.0,1789511119.0
A little bottle of orange dye.,1769,False,2.0,150.0,5.0,3.0,Orange dye.png,Orange dye,895.0,1789654385.0,895.0,1789647746.0
A fairly plain feather.,10091,True,6.0,8000.0,15.0,9.0,Orange feather.png,Orange feather,16.0,1789641711.0,11.0,1789654388.0
A posy of flowers.,2470,True,40.0,150.0,100.0,60.0,Orange flowers.png,Orange flowers,71.0,1789621083.0,70.0,1789624693.0
Slightly slimy but kind of cute.,10146,True,40.0,125.0,100.0,60.0,Orange salamander.png,Orange salamander,176.0,1789653665.0,170.0,1789654293.0
This sapling is ready to be replanted in a fruit tree patch.,5498,True,1.0,200.0,1.0,1.0,Orange sapling.png,Orange sapling,98.0,1789654226.0,94.0,1789649088.0
Fresh orange slices.,2112,True,1.0,13000.0,2.0,1.0,Orange slices.png,Orange slices,333.0,1789654429.0,334.0,1789533913.0
Plant in a plantpot of soil to grow a sapling.,5285,True,12.0,200.0,31.0,18.0,Orange tree seed 5.png,Orange tree seed,33.0,1789650742.0,55.0,1789654342.0
A fruit basket filled with oranges.,5396,True,1.0,600.0,1.0,1.0,Oranges(5).png,Oranges(5),1752.0,1789654045.0,1844.0,1789653351.0
Unrefined dragon metal.,33657,True,68000.0,,170000.0,102000.0,Orikalkum gravel.png,Orikalkum gravel,101409.0,1789653653.0,101400.0,1789654139.0
This handle can be applied to the granite maul.,24229,True,2000.0,50.0,5000.0,3000.0,Ornate maul handle.png,Ornate maul handle,709524.0,1789654330.0,695000.0,1789654395.0
A deadly sword created long ago.,26219,True,400000.0,8.0,1000000.0,600000.0,Osmumten's fang.png,Osmumten's fang,17500000.0,1789654180.0,17100000.0,1789653926.0
A teleport to the Ourania cave.,24951,True,1.0,10000.0,1.0,1.0,Ourania teleport (tablet).png,Ourania teleport (tablet),1100.0,1789654194.0,1086.0,1789639279.0
Ancient ogre bones from the ogre burial tomb.,4834,True,1.0,7500.0,1.0,1.0,Ourg bones.png,Ourg bones,41232.0,1789652798.0,41232.0,1789653226.0
Maybe there are pearls inside?,407,True,80.0,11000.0,200.0,120.0,Oyster.png,Oyster,127.0,1789648612.0,43.0,1789652051.0
I could work wonders with a chisel on this pearl.,411,True,44.0,11000.0,112.0,67.0,Oyster pearl.png,Oyster pearl,40.0,1789644179.0,40.0,1789653903.0
I could work wonders with a chisel on these pearls.,413,True,560.0,11000.0,1400.0,840.0,Oyster pearls.png,Oyster pearls,555.0,1789654087.0,550.0,1789654317.0
A teleport to Paddewwa.,12781,True,1.0,10000.0,1.0,1.0,Paddewwa teleport (tablet).png,Paddewwa teleport (tablet),241.0,1789653661.0,228.0,1789646822.0
This sapling is ready to be replanted in a fruit tree patch.,5502,True,1.0,200.0,1.0,1.0,Palm sapling.png,Palm sapling,17490.0,1789654417.0,16890.0,1789653733.0
Plant in a plantpot of soil to grow a sapling.,5289,True,101.0,200.0,254.0,152.0,Palm tree seed 5.png,Palm tree seed,16699.0,1789652356.0,16300.0,1789654271.0
"Alas, someone has slashed my pantaloons.",10396,True,800.0,4.0,2000.0,1200.0,Pantaloons.png,Pantaloons,1386.0,1789579599.0,1401.0,1789637603.0
Looks delicious.,5972,True,25.0,11000.0,64.0,38.0,Papaya fruit.png,Papaya fruit,1678.0,1789654415.0,1617.0,1789654376.0
This sapling is ready to be replanted in a fruit tree patch.,5501,True,1.0,200.0,1.0,1.0,Papaya sapling.png,Papaya sapling,2193.0,1789654233.0,2135.0,1789654434.0
Plant in a plantpot of soil to grow a sapling.,5288,True,46.0,200.0,115.0,69.0,Papaya tree seed 5.png,Papaya tree seed,1200.0,1789648341.0,1193.0,1789654362.0
Used for making notes.,970,True,4.0,13000.0,10.0,6.0,Papyrus.png,Papyrus,115.0,1789654336.0,13.0,1789649820.0
I have the sudden urge to rob the bank...,12399,True,720.0,4.0,1800.0,1080.0,Partyhat & specs.png,Partyhat & specs,481054.0,1789647067.0,465057.0,1789634911.0
"A set containing red, yellow, blue, purple, green and white partyhats.",13173,False,4.0,5.0,10.0,6.0,Partyhat set.png,Partyhat set,113675.0,1789652846.0,112449.0,1789651146.0
Potentially pastry.,1953,False,1.0,13000.0,1.0,1.0,Pastry dough.png,Pastry dough,161.0,1789645127.0,160.0,1789653465.0
A pat of freshly churned butter.,6697,True,1.0,11000.0,4.0,2.0,Pat of butter.png,Pat of butter,47.0,1789615025.0,28.0,1789630947.0
"Life and death, old and new, day and night. Balance is the key to all.",20226,True,32.0,5.0,80.0,48.0,Peaceful blessing.png,Peaceful blessing,3716.0,1789654012.0,2087.0,1789653699.0
Pearl bolt tips.,46,True,4.0,11000.0,12.0,7.0,Pearl bolt tips 5.png,Pearl bolt tips,7.0,1789653297.0,8.0,1789650358.0
Pearl tipped Iron crossbow bolts.,880,True,5.0,11000.0,13.0,7.0,Pearl bolts 5.png,Pearl bolts,35.0,1789650546.0,29.0,1789629673.0
Enchanted Pearl tipped Iron Crossbow Bolts.,9238,True,6.0,11000.0,15.0,9.0,Pearl bolts (e) 5.png,Pearl bolts (e),10.0,1789650882.0,7.0,1789622165.0
"Dragon crossbow bolts, tipped with pearl.",21959,True,260.0,11000.0,650.0,390.0,Pearl dragon bolts 5.png,Pearl dragon bolts,2589.0,1789623350.0,300.0,1789623328.0
"Enchanted Dragon crossbow bolts, tipped with pearl.",21936,True,272.0,11000.0,680.0,408.0,Pearl dragon bolts (e) 5.png,Pearl dragon bolts (e),1620.0,1789649695.0,1025.0,1789640620.0
A pair of upgraded ranger boots.,13237,True,30000.0,15.0,75000.0,45000.0,Pegasian boots.png,Pegasian boots,38137244.0,1789653705.0,37294954.0,1789653785.0
A powerful crystal of flight.,13229,True,18000.0,15.0,45000.0,27000.0,Pegasian crystal.png,Pegasian crystal,80000.0,1789654160.0,99978.0,1789643374.0
Thankfully this doesn't reset every week.,12428,True,480.0,4.0,1200.0,720.0,Penguin mask.png,Penguin mask,24233.0,1789650363.0,22222.0,1789653091.0
A perfected blueprint for a quetzal whistle.,29256,True,3000.0,50.0,7500.0,4500.0,Perfected quetzal whistle blueprint.png,Perfected quetzal whistle blueprint,36000.0,1789651994.0,32347.0,1789652900.0
Teleports you to Pest control.,12407,True,4.0,10000.0,10.0,6.0,Pest control teleport.png,Pest control teleport,360.0,1789653187.0,304.0,1789653967.0
I can grind things for potions in this.,233,True,1.0,40.0,4.0,2.0,Pestle and mortar.png,Pestle and mortar,291.0,1789654117.0,250.0,1789653654.0
This sceptre has no remaining charges.,26945,True,33333.0,,83334.0,50000.0,Pharaoh's sceptre (uncharged).png,Pharaoh's sceptre (uncharged),9094638.0,1789654256.0,8360491.0,1789653851.0
"In case of emergency, wear necklace.",11090,True,1620.0,10000.0,4050.0,2430.0,Phoenix necklace.png,Phoenix necklace,2279.0,1789654317.0,2259.0,1789654217.0
The remains of a deadly shade.,3398,True,1.0,7500.0,1.0,1.0,Phrin remains.png,Phrin remains,6000.0,1789651863.0,3503.0,1789648384.0
Deceptively pie shaped.,2313,False,1.0,500.0,3.0,1.0,Pie dish.png,Pie dish,25.0,1789646340.0,40.0,1789654242.0
Lots of pie recipes for me to try.,7162,True,2.0,15.0,5.0,3.0,Pie recipe book.png,Pie recipe book,500.0,1789602287.0,300.0,1789520576.0
I need to find a filling for this pie.,2315,False,1.0,13000.0,4.0,2.0,Pie shell.png,Pie shell,300.0,1789651998.0,287.0,1789654360.0
Some nicely cooked pike.,351,False,8.0,6000.0,20.0,12.0,Pike.png,Pike,47.0,1789654246.0,45.0,1789650614.0
A little heap of salt.,4689,True,8.0,15.0,20.0,12.0,Pile of salt.png,Pile of salt,416.0,1789276696.0,717.0,1789635743.0
A real community of the pillar.,31484,True,41.0,13000.0,104.0,62.0,Pillar coral.png,Pillar coral,2200.0,1789653077.0,2100.0,1789648010.0
This can be propagated in a coral nursery.,31513,True,20.0,600.0,52.0,31.0,Pillar frag.png,Pillar frag,384.0,1789647887.0,160.0,1789651250.0
I need another ingredient to finish this Pillar potion.,31665,True,10.0,,25.0,15.0,Pillar potion (unf).png,Pillar potion (unf),2562.0,1789648713.0,2555.0,1789649718.0
It can be cut up into something more manageable with a knife.,2114,True,1.0,13000.0,2.0,1.0,Pineapple.png,Pineapple,166.0,1789654240.0,155.0,1789653825.0
Fresh chunks of pineapple.,2116,True,1.0,13000.0,1.0,1.0,Pineapple chunks.png,Pineapple chunks,570.0,1789653650.0,76.0,1789618318.0
A tropicana pizza.,2301,True,40.0,10000.0,100.0,60.0,Pineapple pizza.png,Pineapple pizza,899.0,1789654352.0,856.0,1789654140.0
A fresh healthy fruit mix.,2048,True,12.0,2000.0,30.0,18.0,Pineapple punch.png,Pineapple punch,7435.0,1789643631.0,3600.0,1789650546.0
Exotic fruit.,2118,True,1.0,13000.0,1.0,1.0,Pineapple ring.png,Pineapple ring,144.0,1789639562.0,115.0,1789651444.0
This sapling is ready to be replanted in a fruit tree patch.,5500,True,1.0,200.0,1.0,1.0,Pineapple sapling.png,Pineapple sapling,396.0,1789654381.0,160.0,1789653245.0
Plant in a plantpot of soil to grow a sapling.,5287,True,29.0,200.0,74.0,44.0,Pineapple seed 5.png,Pineapple seed,70.0,1789653941.0,66.0,1789654286.0
Stylish!,12309,True,90.0,4.0,225.0,135.0,Pink boater.png,Pink boater,3643.0,1789648955.0,4980.0,1789652902.0
"They're soft, silky and pink.",626,True,80.0,150.0,200.0,120.0,Pink boots.png,Pink boots,66872.0,1789608768.0,1208.0,1789646679.0
It's a bit pink.,6959,True,1.0,150.0,1.0,1.0,Pink cape.png,Pink cape,1362.0,1789633906.0,1587.0,1789605274.0
A well made elegant ladies' pink blouse.,12339,True,800.0,4.0,2000.0,1200.0,Pink elegant blouse.png,Pink elegant blouse,6000.0,1789608659.0,1628.0,1789646674.0
A rather elegant pair of men's pink pantaloons.,12317,True,800.0,4.0,2000.0,1200.0,Pink elegant legs.png,Pink elegant legs,1979.0,1789431102.0,2655.0,1789650634.0
A well made elegant men's pink shirt.,12315,True,800.0,4.0,2000.0,1200.0,Pink elegant shirt.png,Pink elegant shirt,3500.0,1789520270.0,2250.0,1789648401.0
A rather elegant pink skirt.,12341,True,800.0,4.0,2000.0,1200.0,Pink elegant skirt.png,Pink elegant skirt,2953.0,1789618086.0,3000.0,1789647711.0
A silly pink pointed hat.,656,True,64.0,150.0,160.0,96.0,Pink hat.png,Pink hat,450.0,1789646661.0,400.0,1789647391.0
A minimalist's hat.,12305,True,16.0,4.0,40.0,24.0,Pink headband.png,Pink headband,10000.0,1789650769.0,1000.0,1789650542.0
Made by Tree Gnomes with a thing for pink.,646,True,72.0,150.0,180.0,108.0,Pink robe bottoms.png,Pink robe bottoms,266.0,1789633433.0,5000.0,1788904038.0
"The ultimate in gnome design, now in pink!",636,True,72.0,150.0,180.0,108.0,Pink robe top.png,Pink robe top,754.0,1789652332.0,14.0,1789653446.0
A ladies skirt.,1013,False,1.0,150.0,2.0,1.0,Pink skirt.png,Pink skirt,575.0,1789654192.0,193.0,1789654285.0
Essential pirate wear.,7130,True,40.0,150.0,100.0,60.0,Pirate bandana (blue).png,Pirate bandana (blue),106.0,1789527339.0,218.0,1789642462.0
Essential pirate wear.,7136,True,40.0,150.0,100.0,60.0,Pirate bandana (brown).png,Pirate bandana (brown),645.0,1789643802.0,545.0,1789641506.0
Essential pirate wear.,7124,True,40.0,150.0,100.0,60.0,Pirate bandana (red).png,Pirate bandana (red),37.0,1789651467.0,114.0,1788895982.0
Essential pirate wear.,7112,True,40.0,150.0,100.0,60.0,Pirate bandana (white).png,Pirate bandana (white),200.0,1789654006.0,200.0,1789632042.0
Not for land lubbers.,7114,True,140.0,150.0,350.0,210.0,Pirate boots.png,Pirate boots,1153.0,1789651676.0,902.0,1789654196.0
All I need now is a parrot.,12412,True,1200.0,150.0,3000.0,1800.0,Pirate hat & patch.png,Pirate hat & patch,171112.0,1789653615.0,135000.0,1789642757.0
A sea worthy pair of trousers.,7116,True,140.0,150.0,350.0,210.0,Pirate leggings (beige).png,Pirate leggings (beige),1.0,1789628369.0,5.0,1789033339.0
A sea worthy pair of trousers.,7132,True,140.0,150.0,350.0,210.0,Pirate leggings (blue).png,Pirate leggings (blue),73.0,1789621540.0,221.0,1789113216.0
A sea worthy pair of trousers.,7138,True,140.0,150.0,350.0,210.0,Pirate leggings (brown).png,Pirate leggings (brown),124.0,1789616169.0,186.0,1783548555.0
A sea worthy pair of trousers.,7126,True,140.0,150.0,350.0,210.0,Pirate leggings (red).png,Pirate leggings (red),200.0,1789633635.0,10.0,1789651268.0
Shiver me timbers!,2651,True,72.0,4.0,180.0,108.0,Pirate's hat.png,Pirate's hat,46036.0,1789649187.0,32000.0,1789652840.0
You should see the shark...,2997,True,35.0,4.0,89.0,53.0,Pirate's hook.png,Pirate's hook,1000000.0,1789637141.0,910077.0,1789653412.0
A stained glass banner displaying the sigil of house Piscarilius.,20260,True,28.0,4.0,70.0,42.0,Piscarilius banner.png,Piscarilius banner,11000.0,1789646548.0,9051.0,1789653123.0
A rare hood from Piscarilius.,20122,True,1.0,4.0,1.0,1.0,Piscarilius hood.png,Piscarilius hood,30000.0,1789613044.0,3129.0,1789651084.0
A blue scarf adorned with a sea shell.,19952,True,4000.0,4.0,10000.0,6000.0,Piscarilius scarf.png,Piscarilius scarf,5689.0,1789614245.0,5000.0,1789643800.0
Teleports you to Piscatoris.,12408,True,4.0,10000.0,10.0,6.0,Piscatoris teleport.png,Piscatoris teleport,3086.0,1789654316.0,3086.0,1789654176.0
Official explorer headgear!,12516,True,344.0,4.0,860.0,516.0,Pith helmet.png,Pith helmet,2572.0,1789650713.0,3000.0,1789651410.0
Nicely baked pitta bread. Needs more ingredients to make a kebab.,1865,True,4.0,11000.0,10.0,6.0,Pitta bread.png,Pitta bread,80.0,1789068215.0,95.0,1789610150.0
I need to add some tomato next.,2283,False,1.0,11000.0,4.0,2.0,Pizza base.png,Pizza base,142.0,1789653769.0,115.0,1789653773.0
A cheese and tomato pizza.,2289,False,16.0,10000.0,40.0,24.0,Plain pizza.png,Plain pizza,532.0,1789654028.0,511.0,1789653874.0
A plank of wood!,960,False,1.0,13000.0,1.0,1.0,Plank.png,Plank,147.0,1789654430.0,140.0,1789654331.0
Use this on plants to cure disease.,6036,True,16.0,2000.0,40.0,24.0,Plant cure.png,Plant cure,175.0,1789653999.0,177.0,1789640011.0
A red and black pointed snail shell helmet.,3339,True,120.0,150.0,300.0,180.0,Pointed blood'n'tar snelm.png,Pointed blood'n'tar snelm,992.0,1789640087.0,1.0,1789540677.0
A moody blue pointed snail shell helmet.,3343,True,120.0,150.0,300.0,180.0,Pointed bruise blue snelm.png,Pointed bruise blue snelm,3343.0,1789652044.0,3343.0,1789653572.0
A swamp coloured pointed snail shell helmet.,3337,True,120.0,150.0,300.0,180.0,Pointed myre snelm.png,Pointed myre snelm,140.0,1789603008.0,35.0,1789604016.0
A muddy yellow coloured pointed snail shell helmet.,3341,True,120.0,150.0,300.0,180.0,Pointed ochre snelm.png,Pointed ochre snelm,480.0,1789542884.0,40.0,1789610904.0
This stuff looks nasty.,273,False,1.0,15.0,1.0,1.0,Poison (item).png,Poison (item),1000.0,1789652111.0,666.0,1789650619.0
A cup of a strange brew...,197,True,8.0,2000.0,20.0,12.0,Poison chalice.png,Poison chalice,1533.0,1789650815.0,697.0,1789653238.0
"They look sweet and juicy, but only a fool would eat them.",6018,True,26.0,11000.0,65.0,39.0,Poison ivy berries.png,Poison ivy berries,203.0,1789653473.0,213.0,1789653932.0
A poison ivy bush seed - plant in a bush patch.,5106,True,66.0,200.0,166.0,99.0,Poison ivy seed 5.png,Poison ivy seed,35.0,1789650053.0,20.0,1789654214.0
These should make me harder to spot in polar areas.,10067,True,8.0,,20.0,12.0,Polar camo legs.png,Polar camo legs,14150.0,1789654388.0,14580.0,1789642952.0
This should make me harder to spot in polar areas.,10065,True,8.0,,20.0,12.0,Polar camo top.png,Polar camo top,14498.0,1789654405.0,9704.0,1789652904.0
A thick fur for a cold climate.,10117,True,4.0,100.0,10.0,6.0,Polar kebbit fur.png,Polar kebbit fur,2549.0,1789608481.0,2610.0,1789626856.0
Shiny!,10496,True,1.0,15.0,1.0,1.0,Polished buttons.png,Polished buttons,775.0,1789654189.0,897.0,1789647892.0
This pot is empty.,1931,False,1.0,13000.0,1.0,1.0,Pot.png,Pot,28.0,1789654430.0,20.0,1789654264.0
This should fit on a normal-sized pot.,4440,True,6.0,15.0,15.0,9.0,Pot lid.png,Pot lid,600.0,1789654336.0,509.0,1789647049.0
It's cornflour in a pot.,7468,True,4.0,15.0,10.0,6.0,Pot of cornflour.png,Pot of cornflour,1740.0,1789653645.0,1739.0,1789640467.0
Fresh cream.,2130,True,1.0,13000.0,2.0,1.0,Pot of cream.png,Pot of cream,30.0,1789654381.0,30.0,1789648633.0
There is flour in this pot.,1933,False,4.0,13000.0,10.0,6.0,Pot of flour.png,Pot of flour,93.0,1789654417.0,101.0,1789652640.0
This could be used to make a good stew.,1942,False,1.0,13000.0,1.0,1.0,Potato.png,Potato,21.0,1789654407.0,21.0,1789652710.0
How am I supposed to eat that?!,3138,True,1.0,11000.0,1.0,1.0,Potato cactus.png,Potato cactus,68.0,1789654030.0,65.0,1789654150.0
A Potato cactus seed - plant in a cactus patch.,22873,True,56.0,200.0,140.0,84.0,Potato cactus seed 5.png,Potato cactus seed,11.0,1789653878.0,16.0,1789654339.0
A potato seed - plant in an allotment.,5318,True,1.0,600.0,2.0,1.0,Potato seed 5.png,Potato seed,3.0,1789654091.0,3.0,1789654220.0
A baked potato with butter.,6703,True,3.0,13000.0,8.0,4.0,Potato with butter.png,Potato with butter,443.0,1789613426.0,430.0,1789616027.0
A baked potato with butter and cheese.,6705,True,3.0,13000.0,8.0,4.0,Potato with cheese.png,Potato with cheese,309.0,1789653512.0,309.0,1789653454.0
There are 10 potatoes in this sack.,5438,True,1.0,600.0,1.0,1.0,Potatoes(10).png,Potatoes(10),999.0,1789654152.0,999.0,1789649583.0
Little ornament in the shape of a scarab.,9032,True,4.0,13000.0,10.0,6.0,Pottery scarab.png,Pottery scarab,120.0,1789647753.0,96.0,1789654393.0
A small statuette.,9036,True,4.0,13000.0,10.0,6.0,Pottery statuette.png,Pottery statuette,540.0,1789647764.0,90.0,1789654345.0
One dose of fishy Prayer potion.,11467,True,30.0,2000.0,76.0,45.0,Prayer mix(1).png,Prayer mix(1),1671.0,1789480807.0,2084.0,1789645765.0
Two doses of fishy Prayer potion.,11465,True,45.0,2000.0,114.0,68.0,Prayer mix(2).png,Prayer mix(2),4110.0,1789055695.0,6000.0,1789654219.0
1 dose of Prayer restore potion.,143,True,30.0,2000.0,76.0,45.0,Prayer potion(1).png,Prayer potion(1),2483.0,1789652102.0,2372.0,1789653820.0
2 doses of Prayer restore potion.,141,True,45.0,2000.0,114.0,68.0,Prayer potion(2).png,Prayer potion(2),4973.0,1789652093.0,4636.0,1789654430.0
3 doses of Prayer restore potion.,139,True,60.0,2000.0,152.0,91.0,Prayer potion(3).png,Prayer potion(3),7130.0,1789654297.0,7105.0,1789654412.0
4 doses of Prayer restore potion.,2434,True,76.0,2000.0,190.0,114.0,Prayer potion(4).png,Prayer potion(4),9688.0,1789654415.0,9519.0,1789654403.0
1 dose of Prayer Regeneration potion.,30134,True,60.0,2000.0,150.0,90.0,Prayer regeneration potion(1).png,Prayer regeneration potion(1),18791.0,1789652976.0,17276.0,1789654384.0
2 doses of Prayer Regeneration potion.,30131,True,80.0,2000.0,200.0,120.0,Prayer regeneration potion(2).png,Prayer regeneration potion(2),34000.0,1789626091.0,33000.0,1789651142.0
3 doses of Prayer Regeneration potion.,30128,True,100.0,2000.0,250.0,150.0,Prayer regeneration potion(3).png,Prayer regeneration potion(3),55037.0,1789643916.0,51082.0,1789652958.0
4 doses of Prayer Regeneration potion.,30125,True,120.0,2000.0,300.0,180.0,Prayer regeneration potion(4).png,Prayer regeneration potion(4),69477.0,1789654417.0,69436.0,1789654299.0
A premade Blurberry Special,2028,True,12.0,2000.0,30.0,18.0,Premade blurb' sp..png,Premade blurb' sp.,744.0,1789653872.0,694.0,1789648470.0
A Premade Cheese and Tomato Batta.,2223,True,48.0,6000.0,120.0,72.0,Premade c+t batta.png,Premade c+t batta,48.0,1789447582.0,1000.0,1789385924.0
Some Premade chocchip crunchies.,2239,True,34.0,6000.0,85.0,51.0,Premade ch' crunch.png,Premade ch' crunch,4999.0,1789425318.0,4800.0,1789385687.0
A premade Chocolate Bomb.,2229,True,64.0,6000.0,160.0,96.0,Premade choc bomb.png,Premade choc bomb,300.0,1789273501.0,200.0,1789626749.0
A premade Chocolate Saturday.,2030,True,12.0,2000.0,30.0,18.0,Premade choc s'dy.png,Premade choc s'dy,2000.0,1786897738.0,110.0,1789618586.0
A premade Drunk Dragon.,2032,True,12.0,2000.0,30.0,18.0,Premade dr' dragon.png,Premade dr' dragon,31.0,1788351163.0,67.0,1789455447.0
A premade Fruit Blast.,2034,True,12.0,2000.0,30.0,18.0,Premade fr' blast.png,Premade fr' blast,2000.0,1789585858.0,67.0,1789591646.0
A premade Fruit Batta.,2225,True,48.0,6000.0,120.0,72.0,Premade fr't batta.png,Premade fr't batta,39.0,1789265535.0,20000.0,1789385856.0
A premade Pineapple punch.,2036,True,12.0,2000.0,30.0,18.0,Premade p' punch.png,Premade p' punch,39.0,1789065801.0,35.0,1789302025.0
Some premade Spicy Crunchies.,2241,True,34.0,6000.0,85.0,51.0,Premade s'y crunch.png,Premade s'y crunch,20000.0,1789385721.0,19000.0,1789385747.0
A premade Short Green Guy.,2038,True,12.0,2000.0,30.0,18.0,Premade sgg.png,Premade sgg,25.0,1788748474.0,56.0,1789366337.0
A Premade Toad Batta.,2221,True,48.0,6000.0,120.0,72.0,Premade t'd batta.png,Premade t'd batta,39.0,1789385405.0,70000.0,1789385439.0
Some premade Toad Crunchies.,2243,True,34.0,6000.0,85.0,51.0,Premade t'd crunch.png,Premade t'd crunch,547.0,1789649112.0,863.0,1789597629.0
